"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In many ways, African-Americans have been hit harder by HIV than any other racial or ethnic group in the United States.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","On average, African-Americans with AIDS don't live as long as the other groups.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","AIDS is a leading cause of death in African-Americans, especially in young women.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","The CDC says that in 2016, four times as many black women were diagnosed with HIV than Hispanic or white women.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Many black people may be HIV-positive and not know it, so they continue to spread the virus while also getting sicker.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In 2014, only 59% of African-Americans living with HIV were taking medicine for it.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In 2015, more than half of those who died of HIV were African Aerican.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Some African-Americans still mistakenly believe that HIV is a white, gay disease.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","YOU MIGHT LIKE
Part of the problem may be a lingering distrust in the black community of government sources of information and research.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","The historic Tuskegee Syphilis Study did harmful medical testing on African-Americans, without their knowledge, for 40 years.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Black men ""on the down low"" have sex with men but may not tell their women sex partners.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",Most African-American men and women get HIV when they don't use a condom or other protection when they have sex with a man.,
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",It's less likely for a black man to get HIV from a woman.,
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",And it's more likely for a black man than a white man to get HIV by having sex with men.,
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","It's easier for someone who has another sexually transmitted disease (STD), like gonorrhea, to get or pass HIV, and the infection rates for STDs are higher for African-Americans.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","As a group, African-Americans are more likely to be uninsured or publicly insured than whites.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Injecting Drugs
Sharing drug needles or syringes with someone who is infected with HIV is the second-most common way African-American men and women get HIV.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","How to Lower the Impact
Raising awareness about what HIV is and what it's doing to the African-American community is a start.",
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",The CDC and other organizations are trying to shift ideas about HIV and AIDS so more black people feel safe talking about it and will get tested and treated.,
